place_id,place_name,place_address,city/regency,image,desc,total_review,ave_rating,art_gallery,bakery,bar,cafe,clothing_store,electronics_store,food,gym,health,home_goods_store,lodging,night_club,park,parking,real_estate_agency,restaurant,shopping_mall,spa,store,travel_agency
ChIJfekGViuozS0ReZ5RgeR8YYs,Banyu Urip Homestay,"Jl. Pariwisata Pantai Kuta, Kuta, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,65,3.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJQWINAlm_zS0RcBB3tfnqXFo,Palapa Hotel,"Jl. Palapa No.16B, Cilinaya, Kec. Cakranegara, Kota Mataram, Nusa Tenggara Bar. 83239, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,294,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJWel3JIjpzS0RQ7H_thMWtrg,Mangsit suites,"Jl. Raya Senggigi, Senggigi, Kec. Batu Layar, Kabupaten Lombok Barat, Nusa Tenggara Bar. 83355, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,39,4.9,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0
ChIJt3D-G5SpzS0R9PWpbngNFP4,Villa & Resort Atas Pelangi,"Areguling Hill, Villa Atas Pelangi, Jl. Pantai Mawun, Lombok, Kuta, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,28,4.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJB304lOHpzS0Rwq9ysTL3p7I,Rajavilla Lombok Resort,"Jl. Raya Senggigi No.8, Senggigi, Batu Layar, West Lombok Regency, West Nusa Tenggara 83355, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,410,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJpR3svCunzS0R__XfwA_d4bI,Segara Lombok,"Serangan beach, Selong Belanak, Praya Barat, Central Lombok Regency, West Nusa Tenggara 83572, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,271,4.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ88jwXQLozS0RUXIgAkNLNAU,Amarsvati Luxury Resort Hotel,"Jl. Raya Senggigi Malimbu No.99, Malaka, Kec. Pemenang, Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,815,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ42y2sQQ5zC0R_Hkdy6F-odI,Pool Villa Club Lombok,"Jl. Pantai Senggigi, Senggigi, Batu Layar, Senggigi, Kec. Batu Layar, Kabupaten Lombok Barat, Nusa Tenggara Bar. 83355, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,331,4.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJjeB9gj3dzS0Rj055eZF2QSc,The Princess of Mentigi Bay,"Jalan Tanjung Pemenang Mentigi Bay, Tanjung Lombok Utara, Malaka, Teluk Nara, Malaka, Kec. Pemenang, Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,54,4.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJNd-XwwSpzS0RKHZ9UgIFSso,Lombok Pool House,"4789+VPR, Jl. Mawun, Kuta, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,25,4.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJLYByHr8HzS0RcZpT_y-ewqA,Hotel Kuta Paradise,"Jl. Pariwisata Pantai Kuta, Kuta, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,196,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJT8SQxD7czS0R1s4NsovJy3A,Beach Villas Lombok,"Jalan Pantai Sira, Sigar Penjalin, Kec. Tj., Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,36,4.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ-ca4TZ7AzS0Rzva_9eLVZhU,SUNWOOD HOTEL ARIANZ MATARAM,"Jl. Catur Warga No.33, Mataram Bar., Kec. Selaparang, Kota Mataram, Nusa Tenggara Bar. 83126, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,910,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJwyoDZOOnzS0Rffq6eFECbuc,Driftwood Lombok,"Jl. Selong Belanak - Kuta, Selong Belanak, Kec. Praya Bar., Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83572, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,77,4.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJMdh-o4rBzS0RMT5Y7pZNdqU,Villa Umbrella Lombok - Indonesia,"Jalan Puncak Jl. Bukit Batu Layar No.05, Batu Layar, Kec. Batu Layar, Kabupaten Lombok Barat, Nusa Tenggara Bar. 83355, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,126,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ78LQYPbbzS0RrqXlJ1Jut-Q,Rinjani Beach Eco Resort,"Atas, Jl. Raya Tj., Karang Baru, Tanjung, North Lombok Regency, West Nusa Tenggara 83352, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,139,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ47ddvPLBzS0RSSk5NKC5gVQ,D' Batur Hotel,"F3J7+H94, Jl. Raya Senggigi, Senggigi, Kec. Batu Layar, Kabupaten Lombok Barat, Nusa Tenggara Bar., Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,78,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJE-CUJ4-pzS0RiiVbyqtPmLU,Neptune Studios,"Kuta, Pujut, Central Lombok Regency, West Nusa Tenggara 83573, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,28,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ6bkayFm_zS0RWxbF7t7YGCU,HOTEL CROWN LOMBOK,"Jl. Maktal Kelurahan No.:08, Cilinaya, Kec. Cakranegara, Kota Mataram, Nusa Tenggara Bar. 83238, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,187,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJOQJRHbyvzS0RlDsMqkP47MU,Stopover for Lombok Airport,"67R6+456, Jl. Raya Bypass BIL Km.2 Praya, Lombok Tengah, Penujak, Kec. Praya Bar., Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83572, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,1332,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJdymtaNOpzS0RNwrRPRPELSs,JM Hotel Kuta Lombok,"475H+XQ3, Kuta, Pujut, Central Lombok Regency, West Nusa Tenggara 83573, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,594,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJB2lW5Vm_zS0R1DdCKv2yAtg,Kabana Hotel,"Jl. Abimanyu No.2A, Cilinaya, Kec. Cakranegara, Kota Mataram, Nusa Tenggara Bar. 83239, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,274,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJBQc0zAjCzS0RcDoYJJvV_bc,The Santosa Villas & Resort Lombok,"JL Raya Km.8 Senggigi, Senggigi, Kec. Batu Layar, Kabupaten Lombok Barat, Nusa Tenggara Bar. 83355, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,528,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ9VxiTT2nzS0RCvcmVxxcW0c,Kayuma Villas Lombok,"Jl. Selong Belanak, Selong Belanak, Kec. Praya Bar., Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83572, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,37,4.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJm-adxNnpzS0RU3D09Aq0Egs,Jeeva Santai Villas,"Jalan Raya, Senggigi, Kec. Batu Layar, Kabupaten Lombok Barat, Nusa Tenggara Bar. 83355, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,314,4.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJNfwroICpzS0Rf-Bp3GFoONM,Sikara Lombok Hotel,"Jl. Mawun, Kuta, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,254,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJNzjLpIe_zS0RyCRbL04Q8vg,Lombok Mayura Hotel,"Jl. Tenun No.1, Mayura, Kec. Cakranegara, Kota Mataram, Nusa Tenggara Bar. 83239, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,45,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJWUM_oH3AzS0REeqAry7i_GI,Mataram Square Hotel,"Jl. R Suprapto No.21A, Taman Sari, Kec. Ampenan, Kota Mataram, Nusa Tenggara Bar. 83112, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,698,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ_XtnS1a_zS0Rvmjnh5lnQyI,M Hotel,"Jl. Rajawali No.10, Cakranegara Bar., Kec. Cakranegara, Kota Mataram, Nusa Tenggara Bar. 83239, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,703,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJNSt_DVa_zS0Rjg854cnPlfs,Hotel Kautaman,"Jl. Sultan Hasanuddin No.23, Cakranegara Bar., Kec. Cakranegara, Kota Mataram, Nusa Tenggara Bar. 83239, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,176,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJHZxdTX2_zS0RHiZpvYmNUIs,NUTANA HOTEL LOMBOK,"Jl. Airlangga No.14, Cakranegara Selatan, Selaparang, Mataram Bar., Kec. Selaparang, Kota Mataram, Nusa Tenggara Bar. 83126, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,674,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ7z8VS1i_zS0RkDtiobOyiy4,Hotel Maktal,"Jl. Maktal No.3, Cilinaya, Kec. Cakranegara, Kota Mataram, Nusa Tenggara Bar. 83239, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,238,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJUVt10CqpzS0RDwwLl1VU6t0,Tiga Studios,"Jl. Sawe-Batu Riti, Kuta, Kec. Pujut, Kabupaten Lombok Tengah, Nusa Tenggara Bar. 83573, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,26,4.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJH-L7Y9SpzS0Rje957HP8k90,Kemangi Bed & Breakfast,"Kuta, Pujut, Central Lombok Regency, West Nusa Tenggara 83573, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,50,4.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
ChIJ_U88ztPdzS0RHLHklpskj8I,Gili Air Escape,"Gili Air, Gili Indah, Kec. Pemenang, Kabupaten Lombok Utara, Nusa Tenggara Bar. 83352, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,79,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJDzhmH12_zS0RxndRC4TDnyo,Grand Legi Hotel,"Jl. Sriwijaya No.81, Pagesangan Tim., Kec. Mataram, Kota Mataram, Nusa Tenggara Bar. 83127, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,1459,4.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJf_m4jSLDzS0RKWi2lz--Meg,Jazz Senggigi Hotel,"Jln Palm Raja, BTN Green Valley No.2A, Senggigi, Kec. Batu Layar, Kabupaten Lombok Barat, Nusa Tenggara Bar. 83355, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,36,3.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJC0UmQMvdzS0RR4Y6sE8LWCM,Sunrise Resort - Beach Club - Bar,"Gili Air, Desa, Gili Indah, Kec. Pemenang, Kabupaten Lombok Utara, Nusa Tenggara Bar. 83125, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,579,4.3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
ChIJISfdGjNVzC0ROUAl82aalpQ,Panorama Ekas,"Pemongkong, Jerowaru, East Lombok Regency, West Nusa Tenggara 83672, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,71,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJf2UCYhvCzS0RIoBFNMaP2Iw,Sendok Hotel Lombok,"Jl. Raya Senggigi No.8, Senggigi, Kec. Batu Layar, Kabupaten Lombok Barat, Nusa Tenggara Bar. 83600, Indonesia",Lombok,Belum Ada Foto,Belum Ada Deskripsi,362,4.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
ChIJmw97aZ0p1i0RyfLpr7WzeYs,Grand Mercure Malang Mirama,"Jl. Raden Panji Suroso No.7, Purwodadi, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,3139,4.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJd603JMkp1i0R0ZdXT6ALucA,Atria Hotel,"Jl. Letjend S. Parman No.87 - 89, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65122, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,9370,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJkb8x28gp1i0Rh7fIEZnmbqY,ibis Styles Malang,"Jl. Letjend S. Parman No.45, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65122, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,6749,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJH3XEXi4o1i0RiZd32zrp7mE,Gets Hotel Malang,"Jl. Brigjend Slamet Riadi No.38, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,2973,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ75OUw3iCeC4RluYFe0oCd9k,Swiss-Belinn Malang,"Jl. Veteran No.8A, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65145, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,11243,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJaxY4fswp1i0RcVImWo7sfFk,Hotel Santika Premiere,"Jl. Letjen Sutoyo No.79, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,6981,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJk6VMciMo1i0RgNaABoKDp9Y,Grand Citihub Hotel,"Jl. Jenderal Basuki Rahmat No.56, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,2388,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ22Y_qRko1i0RwvliCWbWQBs,The Grand Palace Hotel,"Jl. Ade Irma Suryani No.23, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65117, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,1671,4.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJfW76inuCeC4Rr6GK-ZsalnA,Sans Hotel Fif Fa Premiere Malang,"Jl. Sigura - Gura No.8, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65149, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,262,3.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJfSJcYC0o1i0RNHCL1QNBg70,De'Boutique Style Hotel,"Jl. Kaliurang No.53, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,2100,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJJ4DaJDIo1i0RN_lHrwTHgfU,Maxone Ascent Hotel,"Jl. Jaksa Agung Suprapto No.75 A, Samaan, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,6541,4.4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
ChIJIfWWChCCeC4RqT1F_PPvSl4,Padi Heritage Resort,"Jl. Regulus No.9 Perum Tata Surya, Tlogomas, Jl. Regulus No.9, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,975,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJR7Uwfcwp1i0RFfzHcNbyrx4,Savana Hotel & Convention Malang,"Jl. Letjen Sutoyo No.30-34, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,6574,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJkVEIlowp1i0R13Xyhr1yOF4,HARRIS Hotel and Conventions Malang,"Jl. A Yani Utara, Jl. Riverside Blk. C No.1, Polowijen, Blimbing, Malang City, East Java 65126, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,10795,4.6,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0
ChIJn45-QRgo1i0RnoV59YKO7Go,Hotel Pelangi,"Jl. Merdeka Selatan No.3, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,1956,4.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ-ynXiCQo1i0Ri_h-_r1kL_E,Whiz Prime Hotel Basuki Rahmat Malang,"Jl. Jenderal Basuki Rahmat No.85-87, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,4538,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ8WF-RZ2CeC4R014EOo44uFE,De'Corner Guest House,"Jl. Telomoyo No.1, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,973,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ2-gLHDEo1i0RTMhIwgcB1Oo,Hotel Gajahmada Graha,"Jl. Dr. Cipto No.17, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,2155,4.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ-8mF-3aCeC4RENLmudz1QBA,Everyday Smart Hotel,"Jl. Soekarno Hatta No.2, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,3394,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ7zxqbg8o1i0RUfUis8fbjJk,Ascent Premiere Hotel and Convention,"Jl. Kolonel Sugiono No.6, Ciptomulyo, Kec. Sukun, Kota Malang, Jawa Timur 65134, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,4644,4.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJXco3kyuDeC4RzXD7OB3pJnQ,favehotel Malang,"Jl. Raya Tlogomas No.25, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,2629,4.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
ChIJB66eiGSCeC4RvGNtcf_sBT8,Ubud Cottages Malang,"Jl. Bend. Sigura-Gura Barat No.6, Karangbesuki, Kec. Sukun, Kota Malang, Jawa Timur 65149, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,5071,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJBSOjGTEo1i0R_YMoO5wqdWA,Hotel Wilis Indah Malang,"Jl. Dokter Wahidin No.40, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,651,4.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJJ6hJbCaDeC4RTK_D4hM0l_o,Java Boutique Hotel,"Jl. Simpang Wilis Indah No.C3, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,821,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJgQncxpYp1i0R_xb3A0cbqgU,Hotel Grand Cakra,"Jl. Green Boulevard No.2, Purwodadi, Kec. Blimbing, Kota Malang, Jawa Timur 65125, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,3765,4.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJne8oXRco1i0RYgg1T-n3gtY,The Alimar Hotel,"Jl. Pasar Besar No.58, Sukoharjo, Kec. Klojen, Kota Malang, Jawa Timur 65118, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,1171,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJL424v46BeC4Rz69uuISyEtg,Rayz UMM Hotel Malang,"Jl. Raya Sengkaling No.1, Jetis, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,2873,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJLRRiKiEo1i0RBxT88o9wmoo,Hotel Aria Gajayana,"2JFF+2HH, Kauman, Klojen, Malang City, East Java 65119, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,5491,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJLY59tcwp1i0RdHgshRJLZ8s,Amaris Hotel Malang,"Amaris Hotel Malang, Jl. Letjen Sutoyo No.39, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,4120,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJUczTG-Ep1i0RwW7o1FPiIXI,Hotel Montana Dua Malang,"Jl. Candi Panggung No.2, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,2303,4.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJqQj4PZ-CeC4R16V0srDnxHw,Ijen Suites Resort & Convention Malang,"Jl. Ijen Nirwana Raya Blok A No.16, Bareng, Kec. Klojen, Kota Malang, Jawa Timur 65116, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,9056,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJKxgW8cYp1i0RrfT7WiFW9kA,Front One Budget Malang by Azana,"Jl. Puncak Borobudur No.B22, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,283,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJ0UfTDzEo1i0Rqar4guNBTC0,THE 1O1 Malang OJ,"Jl. Dr. Cipto No.11, RW.3, Rampal Celaket, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,5877,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJqQCsUTwo1i0RFrwyZP70R_s,Hotel Aloha Malang,"Jl. Gajahmada No.7, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65174, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,770,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJk31MpC4o1i0R7r_la_Gxqsk,Front One Boutique Baluran Malang,"Jl. Baluran No.21, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,308,4.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJwdsorDwo1i0REKCqThWXrmI,Sahid Montana Hotel,"Jl. Kahuripan No.9, RW.3, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,2089,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ChIJLd-kc10p1i0RF9ygEKhPZhg,Namu Guest House,"Jl. Lasem No.03, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65141, Indonesia",Malang,Belum Ada Foto,Belum Ada Deskripsi,305,4.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
